view,in_use_features,reducer,reduce_on,transforms,scaler,n_components,reducer_datasets,train_datasets,test_datasets,fold,user_id,estimator,accuracy (mean),accuracy (std),balanced accuracy (mean),balanced accuracy (std),f1-score macro (mean),f1-score macro (std),f1-score weighted (mean),f1-score weighted (std),geometric mean (mean)
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-4,axis,fft,no scaler,4,"motionsense, realworld_thigh",kuhar,realworld_thigh,,,random_forest-100,0.44047619047619047,0.0,0.44047619047619047,0.0,0.3860009412239185,0.0,0.38600094122391854,0.0,0.47689920123570734
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-4,axis,fft,no scaler,4,"motionsense, realworld_thigh",kuhar,realworld_thigh,,,knn-5,0.42857142857142855,0.0,0.42857142857142855,0.0,0.41015586036714047,0.0,0.41015586036714036,0.0,0.46824397213639873
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-4,axis,fft,no scaler,4,"motionsense, realworld_thigh",kuhar,realworld_thigh,,,svm-rbf-C1.0,0.4642857142857143,0.0,0.46428571428571436,0.0,0.3939570556471965,0.0,0.39395705564719646,0.0,0.43236111263744054
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-4,axis,fft,no scaler,4,"motionsense, realworld_thigh",kuhar,realworld_thigh,,,decision_tree-gini,0.35714285714285715,0.0,0.35714285714285715,0.0,0.29987114822061456,0.0,0.29987114822061456,0.0,0.3483638155300214
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-12,sensor,fft,no scaler,12,"motionsense, realworld_thigh",motionsense,wisdm,,,random_forest-100,0.4928571428571429,0.0,0.4928571428571429,0.0,0.39752242568018387,0.0,0.5565313959522573,0.0,0.5775107521346844
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-12,sensor,fft,no scaler,12,"motionsense, realworld_thigh",motionsense,wisdm,,,knn-5,0.5142857142857142,0.0,0.5142857142857142,0.0,0.39729423684367365,0.0,0.5562119315811431,0.0,0.5637105832629588
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-12,sensor,fft,no scaler,12,"motionsense, realworld_thigh",motionsense,wisdm,,,svm-rbf-C1.0,0.4928571428571429,0.0,0.4928571428571429,0.0,0.33400416939838384,0.0,0.46760583715773735,0.0,0.496415724396973
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-12,sensor,fft,no scaler,12,"motionsense, realworld_thigh",motionsense,wisdm,,,decision_tree-gini,0.45,0.0,0.45,0.0,0.35313651152160463,0.0,0.49439111613024656,0.0,0.501426536422407
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-4,axis,fft,no scaler,4,"motionsense, realworld_thigh",wisdm,kuhar,,,random_forest-100,0.40476190476190477,0.0,0.4047619047619047,0.0,0.3471432310293955,0.0,0.40500043620096143,0.0,0.4496703517352918
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",kernel_pca-4,axis,fft,no scaler,4,"motionsense, realworld_thigh",wisdm,kuhar,,,knn-5,0.4107142857142857,0.0,0.41071428571428575,0.0,0.3363041317036474,0.0,0.3923548203209221,0.0,0.4288805749591009
